TITULO DEL PROYECTO,INSTITUCION,RESPONSABLE,NIVEL,DEMANDA
"DESARROLLO DE UN MÉTODO GASTROINTESTINAL IN VITRO PARA EVALUAR LA BIODISPONIBILIDAD DE PB, ZN, CD, CR, CU Y MN EN POLVOS URBANOS",Universidad Autónoma De Yucatán,Manuel Hernán Barceló Quintal,1,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
RESPUESTA INMUNE EN MUCOSAS RESPIRATORIAS A LA PRIMOVACUNACIÓN CONTRA SARAMPIÓN EN AEROSOL EN NIÑOS DE 12 MESES,Instituto Nacional de Salud Pública,MANUEL PALACIOS MARTÍNEZ,1,Enfermedades Infecciosas y Parasitarias
ESTUDIO MULTICÉNTRICO DE LA CORRELACIÓN DEL GENOTIPO DE MDR1 (ABCB1) Y CYP3A5 CON EL PERFIL FARMACOCINÉTICO DEL TACROLIMUS EN NIÑOS CON TRASPLANTE RENAL,Hospital Infantil De México Federico Gómez,Mara Medeiros Domingo,2,Enfermedades crónicas o degenerativas
ESTUDIO MULTICÉNTRICO DE INFECCIÓN POR VIRUS BK EN PACIENTES CON TRASPLANTE RENAL MEDIANTE SEGUIMIENTO DE LA EXPRESIÓN DE ARN MENSAJERO DE LA REGION VP1 EN ORINA,Hospital Infantil De México Federico Gómez,Mara Medeiros Domingo,2,Desarrollo y Evaluación de Tecnologías para la Salud
Marcadores bioquímicos en la progresión de la calcificación arterial y su asociación con mortalidad cardiovascular en pacientes de Hemodiálisis y Diálisis peritoneal.,Instituto Mexicano del Seguro Social,Marcela Ávila Díaz,,Enfermedades crónicas o degenerativas
TAMIZ PRE Y POSNATAL DE INFECCIONES CONGÉNITAS EN LA CIUDAD DE MÉXICO,Instituto Nacional de Pediatría,Marcela Beatriz Vela Amieva,1,Desarrollo y Evaluación de Tecnologías para la Salud
CARACTERIZACIÓN DE PATRONES DE EXPRESIÓN GÉNICA DE TIPOS Y VARIANTES DE VPH DE ALTO RIESGO EN LESIONES PREMALIGNAS Y CÁNCER DE CERVIX EN MUJERES MEXICANAS.,Instituto Nacional de Cancerología,Marcela Lizano Soberón,2,Neoplasias malignas
PREVALENCIA DE INFECCIONES MÚLTIPLES DE VPH EN LESIONES PREMALIGNAS Y CÁNCER CÉRVICO UTERINO Y ANÁLISIS DE COMPETENCIA ENTRE VPHS DE ALTO RIESGO .,Instituto Nacional de Cancerología,Marcela Lizano Soberón,2,Neoplasias Malignas
REACCIÓN DE CÉLULAS EPITELIALES A VIRUS DE LA INFLUENZA,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),Marcelino Cereijido Mattioli,3,Influenza
Desarrollo de un implante osteogénico generado mediante técnicas de ingeniería tisular para reparar defectos óseos maxilares,"Hospital General ""Dr. Manuel Gea González""",Marcia Rosario Pérez Dosal,,"Trasplantes y Preservación de Órganos, Células, Células Troncales y Tejidos"
DETECCIÓN MOLECULAR DE VIBRIOS PATÓGENOS EN MOLUSCOS MARINOS DESTINADOS A CONSUMO HUMANO,"Centro de Investigación Científica y de Educación Superior de Ensenada, B. C.",Marcial Leonardo Lizárraga Partida,1,Enfermedades Infecciosas y Parasitarias
Identificación de inhibidores de la enzima PDI humana con potencial de bloquear sus actividades oxidorreductora y chaperona,Universidad Autónoma De Baja California,Marco Antonio Ramos Ibarra,1,Desarrollo y Evaluación de Tecnologías para la Salud
DISEÑO Y EVALUACIÓN DE UNA ESTRATEGIA PARA PREVENIR SOBREPESO Y OBESIDAD EN ESCOLARES DE LA CIUDAD DE MÉXICO,Instituto Mexicano del Seguro Social,Marco Aurelio González Unzaga,,Trastornos de la Nutrición
DESARROLLO Y EVALUACIÓN DE UN MODELO DE PREVENCIÓN DE LA DESNUTRICIÓN Y DE TRASTORNOS DEL DESARROLLO BASADO EN UN ACOMPAÑAMIENTO DOMICILIARIO SEMANAL ENTRE LOS 6 Y 9 MESES DE EDAD EN LOS ALTOS DE CHIAPAS.,"Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",Marcos Arana Cedeño,,Trastornos de la Nutrición
"COMPARACIÓN ENTRE LOS NIVELES DE EXPOSICIÓN A CONTAMINANTES CONTENIDOS EN PARTÍCULAS ATMOSFÉRICAS EN AMBIENTES CERRADOS Y EN EL EXTERIOR EN ZONAS DE ALTA RESUSPENSION EN CD. JUÁREZ, CHIHUAHUA",Universidad Autónoma De Ciudad Juárez,Marcos Delgado Ríos,Candidato,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
ÚTILIDAD DE LA PRUEBA DE ALIENTO CON [13C] GLUCOSA PARA EL DIAGNÓSTICO DE RESISTENCIA A LA INSULINA.,Instituto Mexicano del Seguro Social,Mardia Guadalupe López Alarcón,2,Trastornos de la Nutrición
Impacto de la utilización de ácidos grasos poli insaturados de cadena larga omega-3 en la pérdida de peso y resistencia a la insulina de adolescentes obesos,Instituto Mexicano del Seguro Social,Mardia Guadalupe López Alarcón,2,Trastornos de la Nutrición
"EFECTO DE LA SUPLEMENTACIÓN CON MICRONUTRIMENTOS DEL TIPO DEL ÁCIDO FOLICO, Y VITAMINAS B6 Y B12 SOBRE LAS CONCENTRACIONES DE HOMOCISTEINA EN MUJERES MENOPAUSICAS CON ALTO RIESGO DE ENFERMEDAD CARDIOVASCULAR.",Instituto Mexicano del Seguro Social,Mardia Guadalupe López Alarcón,2,Trastornos de la Nutrición
Identificación de Perfiles de expresión de micro-RNAs para la predicción del riesgo de Pre-eclampsia,Universidad Autónoma De Zacatecas,Margarita de la Luz Martínez Fierro,Candidato,Salud Reproductiva y Perinatal
Utilidad de 30 determinantes proteicos como biomarcadores de predicción de riesgo de Preeclampsia,Universidad Autónoma De Zacatecas,Margarita de la Luz Martínez Fierro,Candidato,Salud Reproductiva y Perinatal
Estrategia comunitaria de atención en salud de las personas adultas mayores en situación de desprotección social en comunidades rurales del estado de Morelos: Un modelo de atención con enfoque social.,Instituto Nacional de Salud Pública,Margarita Márquez Serrano,,Grupos Vulnerables
IDENTIFICACIÓN DE MARCADORES MOLECULARES COMO FACTORES DE RIESGO PARA LA TRANSFORMACIÓN INDUCIDA POR VIRUS EPSTEIN BARR DE PACIENTES CON LINFOMA,Hospital Infantil De México Federico Gómez,Margarita Nava Frías,,Neoplasias Malignas
POLIMORFISMOS GENICOS RELACIONADOS CON OSTEOPOROSIS DE CADERA EN MUJERES MEXICANAS,Instituto Nacional de Rehabilitación,Margarita Valdés Flores,1,Enfermedades crónicas o degenerativas
Polimorfismos génicos asociados a la pérdida de la densidad mineral ósea de columna vertebral en mujeres mexicanas,Instituto Nacional de Rehabilitación,Margarita Valdés Flores,1,Enfermedades crónicas o degenerativas
Estudio químico-biológico de Sphaeralcea angustifolia y desarrollo de procedimientos biotecnológicos y análisis metrológico para la obtención de un potencial fármaco antirreumático de aplicación típica.,Instituto Mexicano del Seguro Social,María Adelina Jiménez Arellánes,1,Enfermedades crónicas o degenerativas
Complicaciones Neurológicas Asociadas con el Virus de la Influenza A (H1N1) en la Población Mexicana.,"Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",María Alejandra González Duarte Briseño,1,Influenza
"ESTUDIO EXPLORATORIO DE LAS EXPERIENCIAS Y SIGNIFICADOS DE LA VIOLENCIA EN PACIENTES CON TRASTORNOS NEUROLÓGICOS Y SUS CUIDADORES QUE ACUDEN AL Instituto Nacional de Neurología y Neurocirugía ""Manuel Velasco Suárez"".","Instituto Nacional de Neurología y Neurocirugía ""Manuel Velasco Suárez"" ""Manuel Velasco Suárez""",María Alejandra Sánchez Guzmán,,Grupos Vulnerables
Salud mental de mamás y bebés: prevención de la depresión posparto,"Instituto Nacional de Psiquiatría ""Ramón de La Fuente Muñiz""",María Asunción Lara Cantú,3,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
EFECTO DE LA EXPOSICIÓN OCUPACIONAL A PLAGUICIDAS ORGANOFOSFORADOS SOBRE LAS CÉLULAS ESPERMATICAS DE TRABAJADORES AGRÍCOLAS Y SU RELACIÓN CON EL GENOTIPO DE LA ENZIMA PARAOXONASA,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),María Betzabet Quintanilla Vega,2,Salud Ocupacional
"EVALUACIÓN DEL EFECTO DE LA EXPOSICIÓN AMBIENTAL A PAHS SOBRE EL DAÑO AL ADN Y LA PARTICIPACIÓN DE FACTORES GENÉTICOS DE SUSCEPTIBILIDAD EN UNA POBLACIÓN INFANTIL DE COATZACOALCOS, VERACRUZ",Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),María Betzabet Quintanilla Vega,2,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
EVALUACIÓN DEL EMPLEO DE CÉLULAS DENDRÍTICAS COMO TRATAMIENTO PARA SUPRIMIR LAS RESPUESTAS DE LINFOCITOS AUTORREACTIVOS EN PACIENTES CON DIABETES MELLITUS TIPO 1,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),María Carmen Sánchez Torres,2,Enfermedades crónicas o degenerativas
EFECTO HIPOGLUCEMIANTE DE Cecropia obtusifolia EN PACIENTES CON DIABETES TIPO 2 DE RECIENTE DIAGNÓSTICO,Instituto Mexicano del Seguro Social,María Cristina Revilla Monsalve,2,Enfermedades crónicas o degenerativas
"""IDENTIFICACIÓN DE TIPOS, SUBTIPOS Y VARIANTES DEL VIRUS DE INFLUENZA MEDIANTE TESSARRAY RPM: RE-SECUENCIACIÓN DE PATÓGENOS CON MICROARREGLOS""",Universidad Autónoma De Nuevo León,María Cristina Rodríguez Padilla,3,Influenza
INGENIERÍA DE TEJIDOS Y MEDICINA REGENERATIVA PARA EL DESARROLLO Y TRASPLANTE DE PABELLÓN AURICULAR,Instituto Nacional de Rehabilitación,MARIA CRISTINA VELASQUILLO MARTINEZ,1,Desarrollo y Evaluación de Tecnologías para la Salud
Desarrollo de un sustituto biológico de piel para el tratamiento de quemaduras mediante técnicas de ingeniería de tejidos.,Instituto Nacional de Rehabilitación,MARIA CRISTINA VELASQUILLO MARTINEZ,1,Desarrollo y Evaluación de Tecnologías para la Salud
Trasplante de células autólogas para la regeneración de cartílago articular como alternativa para reducir el costo de la atención de la osteoartriris.,Instituto Nacional de Rehabilitación,MARIA CRISTINA VELASQUILLO MARTINEZ,1,Grupos Vulnerables
RELACIÓN DEL CONSUMO DE REFRESCOS Y OSTEOPOROSIS EN MUJERES POSMENOPÁUSICAS,Instituto Mexicano del Seguro Social,María de Jesús Araujo Arias,,Enfermedades crónicas o degenerativas
LOS SERVICIOS DE SALUD Y LA PROMOCIÓN DE ESPACIOS SALUDABLES EN ESCUELAS DE NIVEL PRIMARIA DE CUATRO ESTADOS DE LA REPÚBLICA MEXICANA.,Instituto Nacional de Salud Pública,María de la Luz Arenas Monreal,,Educación para la Salud
Promoción de estilos de vida saludable en niños y adolescentes con la participación activa de la población,Instituto Nacional de Salud Pública,María de la Luz Arenas Monreal,,Grupos Vulnerables
evaluación de marcadores de daño renal temprano en una población expuesta a fluoruro a través del agua de bebida.,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),MARIA DE LA LUZ DEL RAZO JIMÉNEZ,3,Enfermedades crónicas o degenerativas
ENSAYO CLÍNICO CONTROLADO PARA LA EVALUACIÓN DEL EFECTO NEUROPROTECTOR DE LA DAPSONA DESPUES DE UNA LESIÓN TRAUMÁTICA DE LA MEDULA ESPINAL,"Instituto Nacional de Neurología y Neurocirugía ""Manuel Velasco Suárez"" ""Manuel Velasco Suárez""",María de los Ángeles Araceli Díaz Ruíz,2,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
IDENTIFICACIÓN DE FACTORES DE RIESGO EN EL PACIENTE CON CÁNCER QUE PREDISPONEN AL DESARROLLO DEL SÍNDROME METABÓLICO.,Instituto Mexicano del Seguro Social,María de Lourdes Barbosa Cortés,,Neoplasias malignas
"Efecto de la administración enteral de ácidos grasos poli-insaturados omega 3 más un complemento alimenticio sobre la mortalidad, el estado de nutrición y la toxicidad del tratamiento de niños con leucemia aguda linfoblástica: Ensayo clínico cont",Instituto Mexicano del Seguro Social,María de Lourdes Barbosa Cortés,,Neoplasias Malignas
"COMPONENTES DEL SÍNDROME METABÓLICO, RIESGO CARDIOVASCULAR Y POLIMORFISMO DEL PAI-1 EN MUJERES POSMENOPÁUSICAS.",Instituto Mexicano del Seguro Social,MARIA DE LOURDES BASURTO ACEVEDO,1,ENFERMEDADES CRÓNICAS
ADIPOCINAS Y MARCADORES DE RIESGO CARDIOVASCULAR EN PACIENTES DIABÉTICOS CON DESCONTROL AGUDO,Instituto Mexicano del Seguro Social,María de Lourdes Basurto Acevedo,1,Enfermedades crónicas o degenerativas
Epilepsia y Toxocariasis: Seropositividad de Toxocara canis en pacientes pediátricos y la relación del parásito como causa de desorden neurológico.,Hospital Infantil De México Federico Gómez,María de Lourdes Caballero García,,Enfermedades Infecciosas y Parasitarias
Embarazo adolescente y deserción escolar: explorando el papel del entorno sociofamiliar y escolar en la promoción de la salud sexual y reproductiva y en la construcción de proyectos de vida y desarrollo personal de los(as) adolescentes.,Instituto Nacional de Salud Pública,María de Lourdes Eugenia Campero Cuenca,1,Grupos Vulnerables
PREVENCIÓN DE ENFERMEDADES DE TRANSMISIÓN SEXUAL Y EMBARAZO ADOLESCENTE: DISEÑO EXPERIMENTAL DE UNA INTERVENCIÓN EDUCATIVA SOBRE USO DE CONDÓN Y ANTICONCEPCIÓN DE EMERGENCIA PARA PADRES DE FAMILIA.,Instituto Nacional de Salud Pública,María de Lourdes Eugenia Campero Cuenca,1,Salud Reproductiva y Perinatal
"evaluación de Técnicas Rápidas, Novedosas y de Bajo Costo para la detección Bidireccional de la Tuberculosis (TB) y de la Diabetes Mellitus Tipo 2 (DM) en México",Instituto Nacional de Salud Pública,MARIA DE LOURDES GARCÍA GARCÍA,3,Desarrollo y Evaluación de Tecnologías para la Salud
VALIDACIÓN DE UNA PRUEBA DIAGNÓSTICA DE TUBERCULOSIS LATENTE BASADA EN LA PRODUCCIÓN DE INTERFERON GAMMA POR CÉLULAS T EN NIÑOS Y ADOLESCENTES EXPUESTOS A PACIENTES CON TUBERCULOSIS ACTIVA,Instituto Nacional de Salud Pública,María de Lourdes García García,3,Enfermedades Infecciosas y Parasitarias
EVALUACIÓN DEL IMPACTO DEL CONTROL DE LA DIABETES SOBRE LA TRANSMISIÓN Y DESARROLLO DE LA TUBERCULOSIS EN POBLACIÓN GENERAL,Instituto Nacional de Salud Pública,María de Lourdes García García,3,Enfermedades del rezago y emergentes
IDENTIFICACIÓN DE FACTORES DE RIESGO DEL HUÉSPED EL AGENTE Y EL AMBIENTE PARA EL DESARROLLO DE TUBERCULOSIS PRIMARIA. UN ENFOQUE INTEGRADOR Y MULTIDISCIPLINARIO.,Instituto Nacional de Salud Pública,María de Lourdes García García,3,Enfermedades Infecciosas y Parasitarias
IDENTIFICACIÓN DE LA RESPUESTA INMUNE DE TIPO HUMORAL Y DE TIPO CÉLULAR A LA PRIMOINFECCIÓN POR MYCOBACTERIUM TUBERCULOSIS CON FINES DIAGNÓSTICOS EN CONTACTOS DE PACIENTES CON TUBERCULOSIS PULMONAR.,Instituto Nacional de Salud Pública,María de Lourdes García García,3,Enfermedades Infecciosas y Parasitarias
Impacto de la implementación de las guías de manejo y control de antibióticos en la morbi-mortalidad y costos asociados a la neumonía adquirida en la comunidad en adultos mayores de 50 años que requieren hospitalización,"Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",MARIA DE LOURDES GUERRERO ALMEIDA,2,Enfermedades Infecciosas y Parasitarias
EVALUACIÓN DEL PERFIL DE INMUNOGLOBULINAS SÉRICAS CONTRA ANTÍGENOS DE HPV COMO SISTEMA DE DIAGNÓSTICO TEMPRANO PARA DETECTAR A MUJERES EN RIESGO DE DESARROLLAR LESIONES EN EL CÉRVIX UTERINO,Instituto Nacional de Salud Pública,María de Lourdes Gutiérrez Xicoténcatl,2,Neoplasias Malignas
"Daño neuronal asociado a la hipoglucemia, su relevancia para la isquemia cerebral y posible protección por cuerpos cetónicos","Universidad Nacional Autónoma De México, UNAM",María de Lourdes Massieu Trigo,2,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
CITOTOXICIDAD UROEPITELIAL ASOCIADA A CONCENTRACIONES DE MERCURIO EN ORINA Y SU RELACIÓN CON GRADIENTES DE EXPOSICIÓN DE MERCURIO EN SUELO,Universidad Autónoma De Guerrero,María de Lourdes Soto Ríos,1,Salud Ocupacional
BÚSQUEDA DE NUEVOS ANTIMICÓTICOS CONTRA CEPAS DE CANDIDA SPP RESISTENTES A LOS ANTIFÚNGICOS CONVENCIONALES E IDENTIFICACIÓN DE NUEVOS BLANCOS MOLECULARES,"Instituto Politécnico Nacional, I.P.N.",María de Lourdes Villa Tanaca,1,Enfermedades Infecciosas y Parasitarias
"DISTRIBUCION DE GENES SAPÂ´S (CODIFICANTES DE ASPARTIL PROTEÍNASAS SECRETADAS) EN AISLADOS MEXICANOS DE CANDIDA SPP, SU USO COMO MARCADORES DE VIRULENCIA Y PERTINENCIA COMO BLANCOS TERAPEÚTICOS","Instituto Politécnico Nacional, I.P.N.",María de Lourdes Villa Tanaca,1,Enfermedades Infecciosas y Parasitarias
Identificación de la presencia de factores circulantes asociada al desarrollo de insuficiencia renal crónica o a recidiva en el injerto en pacientes mexicanos con síndrome nefrótico,"Instituto Nacional de Cardiología ""Ignacio Chávez""",María del Carmen Ávila Casado,1,Enfermedades crónicas o degenerativas
VALOR PRONÓSTICO Y TERAPEÚTICO DE LA PROLACTINA Y DE LAS VASOINHIBINAS EN LA RETINOPATÍA DIABÉTICA,"Universidad Nacional Autónoma De México, UNAM",María del Carmen Clapp Jiménez L.,3,Enfermedades crónicas o degenerativas
VALOR PRONÓSTICO Y TERAPEÚTICO DE LA PROLACTINA EN LA RETINOPATÍA DIABÉTICA,"Universidad Nacional Autónoma De México, UNAM",María del Carmen Clapp Jiménez L.,3,Enfermedades crónicas o degenerativas
ANÁLISIS DE LA PROLACTINA Y DE LAS VASOINHIBINAS CIRCULANTES COMO FACTORES PRONÓSTICOS DE LA PROGRESIÓN DE LA RETINOPATÍA DEL PREMATURO,"Universidad Nacional Autónoma De México, UNAM",María del Carmen Clapp Jiménez L.,3,Salud Reproductiva y Perinatal
VALOR DE LAS VASOINHIBINAS EN LA PREDICCIÓN Y PATOGÉNESIS DE LA PREECLAMPSIA,"Universidad Nacional Autónoma De México, UNAM",María del Carmen Clapp Jiménez L.,3,Salud Reproductiva y Perinatal
VALOR DE LA PROLACTINA Y DE LAS VASOINHIBINAS COMO FACTORES PRONÓSTICOS Y TERAPEÚTICOS DE LA RETINOPATÍA DIABÉTICA,"Universidad Nacional Autónoma De México, UNAM",María del Carmen Clapp Jiménez L.,3,Enfermedades crónicas o degenerativas
IDENTIFICACIÓN DE POLIMORFISMOS GENÉTICOS DE CD24 ASOCIADOS A LA DISFUNCIÓN NEUROLÓGICA PRESENTE EN PACIENTES CON ESCLEROSIS MÚLTIPLE,"Centro Médico Nacional 20 de Noviembre, ISSSTE",María del Cármen Chima Galán,,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
ANÁLISIS MOLECULAR DE GENES RELACIONADOS CON EL DESARROLLO DE LA ENFERMEDAD DE PARKINSON EN PACIENTES DEL NORESTE DE MÉXICO,Universidad Autónoma De Nuevo León,María del Carmen Esmer Sánchez,1,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
DISEÑO Y EVALUACIÓN DE UN MODELO DE ASISTENCIA SOCIO-MÉDICA A DERECHOHABIENTES DEL IMSS MAYORES DE 60 AÑOS,Instituto Mexicano del Seguro Social,María del Carmen García Peña,2,Grupos Vulnerables
ESTUDIO INTEGRAL DE LA DEPRESIÓN EN EL ANCIANO. FACTORES DETERMINANTES Y RELACIÓN CON DETERIORO COGNITIVO .,Instituto Mexicano del Seguro Social,María del Carmen García Peña,2,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
evaluación del impacto de tres estrategias en la provisión de los servicios de salud a ancianos asegurados por el IMSS,Instituto Mexicano del Seguro Social,María del Carmen García Peña,2,Grupos Vulnerables
DESARROLLO DE UN MÉTODO NO INVASIVO PARA EL PRONÓSTICO DE LA QUERATOCONJUNTIVITIS ALERGICA.,"Fundacion De Asistencia Privada Conde De Valenciana, Iap",María del Cármen Jiménez Martínez,1,Grupos Vulnerables
DESARROLLO Y APLICACIÓN DE NUEVAS TERAPIAS EN EL TRATAMIENTO DE AFECCIONES OCULARES DE ORIGEN INMUNOLÓGICO,"Fundacion De Asistencia Privada Conde De Valenciana, Iap",María del Cármen Jiménez Martínez,1,Enfermedades crónicas o degenerativas
MARCADORES DE DAÑO ENDOTELIAL EN PACIENTES QUE DESARROLLAN ATEROESCLEROSIS ACELERADA SECUNDARIA A ENFERMEDADES SISTÉMICAS AUTOINMUNES,Instituto Nacional de Enfermedades Respiratorias,María del Carmen Navarro González,1,Enfermedades crónicas o degenerativas
EFICACIA DE LA ALIMENTACIÓN ENTERAL CON UNA FÓRMULA DE HIDROLIZADOS DE PROTEÍNAS CON TRIGLICÉRIDOS DE CADENA MEDIA EN LA PREVENCIÓN DE DESNUTRICIÓN EN LACTANTES CON ATRESIA DE VÍAS DE BILIARES.,Instituto Mexicano del Seguro Social,María del Carmen Rocío Macías Rosales,,Trastornos de la Nutrición
Fitofármacos de plantas medicinales mexicanas: caracterización química y evaluación molecular del efecto antitumoral en líneas celulares de Cáncer de mama,"Instituto Politécnico Nacional, I.P.N.",María del Consuelo Gómez García,2,Neoplasias Malignas
EFICACIA DEL USO DE BIFOSFONATOS PARA EL TRATAMIENTO DE LA CALCINOSIS DISTRÓFICA EN PACIENTES CON ENFERMEDADES AUTOINMUNES,Instituto Nacional de Pediatría,María del Mar Sáez de Ocaríz Gutiérrez,1,Enfermedades crónicas o degenerativas
La percepción del riesgo de padecer algún tipo de complicación en pacientes con diabetes mellitus tipo 2,Instituto Mexicano del Seguro Social,María del Pilar Deyanira Lavielle Sotomayor,1,Enfermedades crónicas o degenerativas
